source_observation_id,source_id,asserted_source_revision,source_path,source_sha256,source_byte_size
citation-source:sha256:203c25f5def367bbdb36ba21bc104bacafe71dffae5b040ea2cdae24e05f1661,reference:padbergHoffmann2015,sha256:2d042a92d1fad7fa97921eaa2b042b3276cdfa40d9463284acb3326f5e8008ca,assets/references/projectkoios-workflow/padbergHoffmann2015.pdf,2d042a92d1fad7fa97921eaa2b042b3276cdfa40d9463284acb3326f5e8008ca,1352331
